word	label	negative	neutral	positive
jb	neutral	0.178	0.516	0.305
jc	neutral	0.108	0.528	0.365
jd	neutral	0.035	0.673	0.292
je	neutral	0.085	0.788	0.127
jf	negative	0.462	0.43	0.108
jg	neutral	0.044	0.78	0.176
jh	neutral	0.327	0.461	0.211
ji	neutral	0.223	0.646	0.131
jj	neutral	0.1	0.707	0.193
jk	negative	0.419	0.193	0.388
jl	neutral	0.142	0.741	0.117
jm	positive	0.108	0.409	0.482
jo	neutral	0.114	0.689	0.197
jp	positive	0.337	0.325	0.338
jr	neutral	0.067	0.846	0.087
js	neutral	0.128	0.734	0.138
jt	neutral	0.299	0.367	0.334
ju	neutral	0.233	0.574	0.194
jv	neutral	0.039	0.623	0.338
l8	negative	0.526	0.388	0.085
jw	neutral	0.108	0.744	0.148
jz	positive	0.035	0.411	0.555
@dazzleme18	positive	0.306	0.12	0.575
ka	neutral	0.062	0.642	0.296
kb	neutral	0.175	0.725	0.1
m$	neutral	0.261	0.659	0.08
kc	neutral	0.342	0.403	0.255
@wollemipine	positive	0.027	0.191	0.782
kd	neutral	0.102	0.734	0.164
ke	neutral	0.06	0.811	0.128
kg	neutral	0.405	0.571	0.025
kh	neutral	0.149	0.842	0.01
ki	neutral	0.096	0.783	0.122
kj	positive	0.136	0.296	0.568
kk	neutral	0.119	0.454	0.427
kl	neutral	0.025	0.806	0.168
km	neutral	0.086	0.811	0.103
m/	positive	0.091	0.179	0.73
kn	negative	0.485	0.427	0.087
ko	neutral	0.093	0.685	0.222
m1	neutral	0.117	0.867	0.016
kp	neutral	0.371	0.513	0.116
m2	neutral	0.335	0.627	0.038
gì	neutral	0.346	0.536	0.119
m3	negative	0.568	0.407	0.025
kr	negative	0.522	0.309	0.168
ks	neutral	0.148	0.726	0.125
m6	neutral	0.134	0.863	0.003
kt	neutral	0.052	0.497	0.452
ku	neutral	0.094	0.64	0.266
m8	positive	0.125	0.417	0.458
ky	neutral	0.078	0.75	0.172
la	neutral	0.045	0.776	0.179
lb	neutral	0.068	0.827	0.105
lc	neutral	0.229	0.723	0.048
ld	neutral	0.451	0.524	0.025
le	neutral	0.344	0.61	0.046
lf	neutral	0.056	0.872	0.072
lg	neutral	0.071	0.788	0.141
lh	neutral	0.166	0.812	0.022
li	neutral	0.128	0.541	0.331
lj	neutral	0.362	0.587	0.051
lk	negative	0.383	0.379	0.238
ll	neutral	0.293	0.479	0.228
lm	negative	0.434	0.41	0.156
ln	neutral	0.281	0.668	0.051
n0	negative	0.471	0.223	0.306
lo	neutral	0.145	0.738	0.117
n1	neutral	0.01	0.525	0.465
lp	neutral	0.096	0.677	0.227
n2	negative	0.669	0.275	0.056
montreal	neutral	0.332	0.399	0.268
lr	neutral	0.068	0.585	0.347
ls	neutral	0.395	0.564	0.041
lt	negative	0.508	0.404	0.088
lu	neutral	0.088	0.611	0.301
lv	neutral	0.234	0.646	0.12
lw	neutral	0.19	0.756	0.054
lx	neutral	0.09	0.856	0.054
ly	neutral	0.029	0.638	0.333
ma	neutral	0.219	0.564	0.216
mb	neutral	0.117	0.73	0.153
mc	neutral	0.259	0.638	0.104
md	neutral	0.125	0.688	0.188
me	negative	0.719	0.089	0.193
mf	negative	0.487	0.453	0.06
mg	neutral	0.267	0.676	0.057
mh	neutral	0.099	0.776	0.125
mi	neutral	0.133	0.658	0.209
mj	neutral	0.257	0.428	0.315
mk	neutral	0.255	0.651	0.095
ml	neutral	0.042	0.865	0.093
o/	positive	0.109	0.236	0.655
mn	neutral	0.084	0.759	0.157
mo	neutral	0.271	0.624	0.105
mp	neutral	0.198	0.696	0.106
o2	neutral	0.075	0.62	0.305
mr	neutral	0.057	0.718	0.225
ms	neutral	0.276	0.63	0.094
mt	neutral	0.259	0.677	0.064
mu	neutral	0.303	0.662	0.035
mv	neutral	0.222	0.551	0.227
mw	neutral	0.032	0.606	0.362
o9	neutral	0.172	0.658	0.17
mx	neutral	0.042	0.521	0.437
o:	negative	0.528	0.33	0.142
my	neutral	0.206	0.619	0.174
mz	positive	0.142	0.369	0.488
na	neutral	0.125	0.671	0.205
nb	neutral	0.28	0.677	0.043
nc	neutral	0.073	0.687	0.24
nd	neutral	0.36	0.548	0.092
ne	neutral	0.468	0.494	0.038
já	neutral	0.133	0.737	0.13
nf	neutral	0.167	0.656	0.177
ng	neutral	0.152	0.807	0.041
foxx	neutral	0.174	0.706	0.12
nh	neutral	0.063	0.927	0.009
ni	neutral	0.069	0.688	0.243
nj	neutral	0.068	0.722	0.21
nk	neutral	0.042	0.546	0.412
nl	neutral	0.015	0.825	0.161
nm	neutral	0.172	0.634	0.195
nn	neutral	0.226	0.669	0.105
no	negative	0.479	0.441	0.08
p1	neutral	0.404	0.564	0.032
np	positive	0.19	0.282	0.529
p2	negative	0.726	0.21	0.065
p3	neutral	0.123	0.85	0.027
nr	neutral	0.133	0.772	0.095
p4	neutral	0.041	0.828	0.13
ns	neutral	0.234	0.637	0.129
nt	neutral	0.299	0.429	0.272
nu	neutral	0.22	0.656	0.125
nv	neutral	0.152	0.769	0.079
nw	neutral	0.227	0.604	0.168
nx	neutral	0.181	0.775	0.045
ny	neutral	0.025	0.83	0.145
nz	neutral	0.281	0.427	0.292
oa	neutral	0.393	0.491	0.116
ob	neutral	0.283	0.648	0.069
oc	neutral	0.082	0.833	0.085
od	negative	0.538	0.394	0.068
oe	neutral	0.029	0.635	0.336
of	neutral	0.184	0.6	0.217
og	neutral	0.437	0.502	0.061
oi	neutral	0.147	0.486	0.367
oj	neutral	0.12	0.729	0.151
ok	negative	0.404	0.29	0.306
ol	positive	0.115	0.397	0.487
om	neutral	0.13	0.769	0.101
on	neutral	0.142	0.775	0.083
oo	neutral	0.07	0.683	0.247
op	neutral	0.195	0.741	0.063
or	neutral	0.19	0.751	0.059
os	neutral	0.17	0.498	0.332
ot	neutral	0.217	0.632	0.151
ou	neutral	0.361	0.532	0.107
ov	neutral	0.441	0.517	0.042
ow	neutral	0.444	0.507	0.049
oy	negative	0.832	0.125	0.043
oz	neutral	0.056	0.571	0.373
pa	neutral	0.14	0.624	0.237
pb	neutral	0.064	0.805	0.131
pc	neutral	0.143	0.763	0.095
pd	neutral	0.148	0.79	0.062
là	neutral	0.25	0.691	0.059
pe	neutral	0.299	0.649	0.053
lá	neutral	0.218	0.703	0.08
pf	neutral	0.27	0.621	0.11
pg	neutral	0.229	0.684	0.088
ph	neutral	0.144	0.84	0.016
pi	neutral	0.252	0.699	0.049
pj	neutral	0.098	0.807	0.095
pk	neutral	0.431	0.551	0.018
pl	neutral	0.066	0.722	0.213
pm	neutral	0.073	0.822	0.105
pn	neutral	0.392	0.595	0.013
po	neutral	0.053	0.708	0.239
r1	neutral	0.337	0.642	0.021
pp	neutral	0.19	0.695	0.115
r2	neutral	0.108	0.666	0.226
pq	neutral	0.143	0.797	0.06
pr	neutral	0.021	0.53	0.45
r4	neutral	0.217	0.696	0.087
ps	neutral	0.096	0.611	0.294
pt	neutral	0.075	0.712	0.213
pu	neutral	0.051	0.837	0.112
pv	neutral	0.274	0.678	0.048
r8	neutral	0.155	0.577	0.268
pw	neutral	0.061	0.798	0.141
qa	neutral	0.09	0.811	0.1
qb	neutral	0.063	0.611	0.326
qc	neutral	0.277	0.504	0.219
mà	neutral	0.409	0.455	0.136
qe	neutral	0.156	0.466	0.378
qi	neutral	0.239	0.52	0.241
s-	negative	0.43	0.283	0.286
s0	neutral	0.295	0.386	0.319
qo	negative	0.413	0.319	0.268
s1	neutral	0.163	0.557	0.28
s2	positive	0.102	0.423	0.474
s3	neutral	0.246	0.606	0.148
qq	neutral	0.243	0.703	0.054
qr	neutral	0.012	0.709	0.279
s4	neutral	0.347	0.467	0.187
s5	positive	0.26	0.299	0.44
qs	neutral	0.336	0.625	0.039
qt	neutral	0.05	0.775	0.175
qu	neutral	0.15	0.843	0.007
ra	neutral	0.359	0.621	0.019
rb	neutral	0.039	0.66	0.302
rc	neutral	0.068	0.705	0.227
rd	neutral	0.096	0.811	0.093
re	negative	0.513	0.308	0.179
rf	neutral	0.173	0.777	0.05
rg	neutral	0.337	0.42	0.243
rh	negative	0.609	0.35	0.041
ri	neutral	0.088	0.783	0.129
rj	neutral	0.161	0.565	0.274
rk	negative	0.536	0.343	0.121
rl	neutral	0.148	0.703	0.15
rm	neutral	0.394	0.568	0.038
né	neutral	0.071	0.845	0.084
t0	neutral	0.347	0.358	0.294
rn	negative	0.517	0.397	0.086
ro	neutral	0.112	0.492	0.395
t1	positive	0.391	0.209	0.4
rp	neutral	0.287	0.621	0.092
t2	positive	0.28	0.263	0.457
t3	neutral	0.112	0.634	0.254
t4	neutral	0.147	0.611	0.243
rr	neutral	0.185	0.748	0.067
rs	neutral	0.152	0.747	0.101
rt	positive	0.057	0.405	0.538
ru	neutral	0.1	0.674	0.226
rv	neutral	0.072	0.676	0.252
t9	negative	0.479	0.342	0.18
nó	neutral	0.253	0.539	0.208
rx	neutral	0.038	0.569	0.394
ry	neutral	0.203	0.673	0.124
sa	neutral	0.251	0.621	0.128
sb	neutral	0.307	0.642	0.05
sc	neutral	0.081	0.724	0.195
sd	neutral	0.036	0.841	0.123
se	neutral	0.368	0.588	0.045
sf	neutral	0.221	0.604	0.175
sg	negative	0.459	0.327	0.214
sh	neutral	0.126	0.496	0.378
si	neutral	0.147	0.695	0.158
sj	neutral	0.072	0.666	0.263
sk	neutral	0.254	0.692	0.053
sl	negative	0.473	0.415	0.112
sm	neutral	0.114	0.797	0.088
sn	neutral	0.33	0.64	0.03
sp	neutral	0.242	0.68	0.077
u2	positive	0.053	0.347	0.6
sq	neutral	0.051	0.886	0.063
sr	neutral	0.299	0.685	0.016
ss	neutral	0.42	0.54	0.041
st	neutral	0.035	0.777	0.188
su	neutral	0.12	0.608	0.271
sv	neutral	0.232	0.731	0.037
sw	neutral	0.295	0.656	0.049
sy	neutral	0.029	0.712	0.259
ta	positive	0.109	0.31	0.582
tb	neutral	0.411	0.463	0.126
tc	neutral	0.122	0.624	0.255
td	neutral	0.112	0.788	0.101
te	neutral	0.127	0.567	0.306
tf	neutral	0.279	0.515	0.206
tg	neutral	0.099	0.727	0.174
th	neutral	0.106	0.766	0.128
ti	neutral	0.252	0.71	0.039
på	neutral	0.145	0.462	0.393
tj	neutral	0.236	0.507	0.257
tk	neutral	0.351	0.512	0.137
tl	neutral	0.033	0.599	0.368
tm	neutral	0.202	0.734	0.063
tn	neutral	0.148	0.672	0.18
to	neutral	0.186	0.57	0.244
tp	neutral	0.064	0.824	0.112
v2	neutral	0.097	0.757	0.146
v3	neutral	0.139	0.756	0.106
tq	positive	0.003	0.149	0.848
tr	neutral	0.076	0.886	0.037
ts	neutral	0.283	0.603	0.114
tt	neutral	0.16	0.73	0.11
tu	neutral	0.117	0.693	0.19
tv	neutral	0.32	0.509	0.171
v8	neutral	0.129	0.59	0.281
tw	neutral	0.172	0.689	0.139
tx	neutral	0.042	0.635	0.324
ty	positive	0.005	0.31	0.684
tz	neutral	0.171	0.7	0.13
ua	negative	0.642	0.349	0.009
ub	neutral	0.075	0.868	0.057
uc	neutral	0.047	0.882	0.071
ud	neutral	0.192	0.557	0.25
ue	neutral	0.181	0.778	0.041
uf	negative	0.536	0.409	0.055
ug	neutral	0.301	0.626	0.074
uh	neutral	0.305	0.377	0.319
ui	neutral	0.038	0.771	0.191
uk	neutral	0.036	0.732	0.232
ul	neutral	0.087	0.521	0.392
w/	neutral	0.076	0.581	0.342
um	neutral	0.191	0.672	0.136
un	neutral	0.349	0.564	0.087
uo	neutral	0.311	0.617	0.072
up	neutral	0.324	0.493	0.183
ur	positive	0.048	0.46	0.492
us	positive	0.018	0.44	0.543
ut	neutral	0.244	0.578	0.177
uu	neutral	0.03	0.518	0.452
w8	neutral	0.096	0.66	0.244
uv	positive	0.107	0.369	0.524
uw	neutral	0.025	0.825	0.15
ux	positive	0.094	0.361	0.545
uy	positive	0.122	0.347	0.531
uz	neutral	0.06	0.626	0.314
va	neutral	0.083	0.694	0.223
vb	neutral	0.048	0.796	0.156
vc	neutral	0.118	0.734	0.149
ve	neutral	0.211	0.671	0.119
vi	neutral	0.046	0.773	0.181
cartoons	neutral	0.207	0.477	0.316
vm	neutral	0.184	0.777	0.039
vn	neutral	0.225	0.722	0.054
x0	neutral	0.088	0.624	0.288
x1	negative	0.425	0.327	0.248
vo	neutral	0.09	0.807	0.103
x2	neutral	0.151	0.674	0.175
vp	neutral	0.249	0.525	0.226
x3	negative	0.374	0.319	0.307
vr	negative	0.58	0.405	0.015
vs	negative	0.437	0.409	0.153
vt	neutral	0.035	0.681	0.284
vu	neutral	0.425	0.548	0.027
vv	neutral	0.224	0.708	0.069
vw	neutral	0.06	0.843	0.097
wa	neutral	0.221	0.54	0.239
wb	neutral	0.193	0.704	0.103
wc	neutral	0.065	0.753	0.182
wd	neutral	0.122	0.664	0.214
we	neutral	0.042	0.716	0.242
wf	neutral	0.314	0.665	0.021
wg	neutral	0.269	0.492	0.24
wh	neutral	0.183	0.674	0.143
wi	neutral	0.177	0.633	0.19
wk	neutral	0.074	0.745	0.181
wl	neutral	0.111	0.726	0.163
wm	neutral	0.3	0.573	0.128
wn	neutral	0.189	0.735	0.075
wo	neutral	0.196	0.557	0.246
wp	neutral	0.072	0.655	0.274
wr	negative	0.501	0.493	0.006
ws	negative	0.436	0.425	0.139
wt	neutral	0.17	0.474	0.356
wu	neutral	0.324	0.509	0.168
wv	neutral	0.062	0.641	0.298
ww	neutral	0.25	0.671	0.079
só	neutral	0.122	0.738	0.14
wx	negative	0.524	0.457	0.019
wy	neutral	0.164	0.743	0.092
wz	negative	0.497	0.323	0.179
w|	positive	0.223	0.306	0.471
xa	neutral	0.138	0.802	0.06
xc	neutral	0.063	0.572	0.365
xe	neutral	0.105	0.72	0.174
tá	neutral	0.152	0.72	0.128
nevermind	negative	0.771	0.171	0.058
să	neutral	0.318	0.612	0.069
xi	neutral	0.11	0.697	0.193
xl	neutral	0.278	0.705	0.016
xm	neutral	0.152	0.549	0.299
xs	neutral	0.27	0.673	0.057
xt	neutral	0.193	0.744	0.062
xx	neutral	0.056	0.553	0.39
tô	neutral	0.289	0.557	0.154
xy	neutral	0.206	0.631	0.163
ya	positive	0.057	0.364	0.579
ye	neutral	0.136	0.497	0.367
yg	neutral	0.033	0.849	0.118
yh	neutral	0.311	0.548	0.141
yi	positive	0.058	0.331	0.611
ym	neutral	0.425	0.515	0.06
yn	neutral	0.162	0.663	0.175
yo	neutral	0.264	0.575	0.161
yr	neutral	0.108	0.532	0.36
@allieandra	negative	0.754	0.116	0.13
yt	neutral	0.344	0.49	0.166
yu	neutral	0.176	0.505	0.32
yw	positive	0.03	0.338	0.633
za	neutral	0.288	0.535	0.177
và	neutral	0.361	0.405	0.234
ze	neutral	0.233	0.57	0.197
zi	neutral	0.337	0.596	0.068
zo	positive	0.189	0.405	0.405
zq	negative	0.423	0.273	0.304
|3	negative	0.482	0.346	0.172
@johnchow	positive	0.018	0.142	0.84
zu	neutral	0.315	0.627	0.058
vacuuming	neutral	0.036	0.733	0.231
|:	negative	0.606	0.367	0.027
zz	neutral	0.303	0.349	0.348
'{{'	positive	0.139	0.209	0.652
#idiot	neutral	0.03	0.518	0.452
buttered	neutral	0.08	0.798	0.122
||	positive	0.107	0.296	0.597
@brettjohn	positive	0.269	0.069	0.662
lightest	negative	0.479	0.448	0.073
'}}'	positive	0.143	0.201	0.656
už	negative	0.481	0.471	0.048
lighters	neutral	0.278	0.706	0.015
@freyalynn	positive	0.332	0.229	0.439
shepards	neutral	0.038	0.869	0.092
ferrari	neutral	0.21	0.527	0.263
http://bit.ly/nos9d	positive	0	0.484	0.516
twitterrr	negative	0.345	0.336	0.318
giveaway	neutral	0.03	0.785	0.185
@streetanchor	neutral	0.2	0.573	0.227
posing	negative	0.669	0.29	0.041
blahhhhhh	negative	0.806	0.116	0.078
halfway	neutral	0.225	0.735	0.041
@sdweathers	neutral	0.064	0.569	0.367
@andrewdearling	positive	0.037	0.327	0.637
coyotes	negative	0.6	0.351	0.049
mufasa	positive	0.454	0.089	0.458
ehehe	neutral	0.012	0.539	0.449
twitterin	negative	0.749	0.125	0.126
'annie\'s'	neutral	0.033	0.567	0.4
twitterer	neutral	0.259	0.435	0.306
lester	neutral	0.045	0.73	0.225
twittered	negative	0.651	0.249	0.1
jeeves	neutral	0.075	0.789	0.136
foodies	neutral	0.016	0.742	0.242
video	neutral	0.089	0.467	0.444
morningggg	neutral	0.095	0.66	0.244
@shortstackband	positive	0.126	0.283	0.591
stationed	positive	0.036	0.389	0.575
@erickimberlin	neutral	0.159	0.569	0.272
workouts	neutral	0.044	0.785	0.171
#peterfacinelli	negative	0.616	0.113	0.272
'30,000'	neutral	0.041	0.699	0.26
noelle	neutral	0.025	0.789	0.185
manually	neutral	0.188	0.694	0.118
lightbox	neutral	0.031	0.697	0.271
rediscovered	neutral	0.059	0.508	0.433
£1	positive	0.038	0.355	0.607
£2	positive	0.198	0.226	0.576
£3	neutral	0.409	0.476	0.116
@wendy_fred6	neutral	0.369	0.572	0.06
£5	neutral	0.021	0.543	0.437
£6	neutral	0.014	0.553	0.433
£8	neutral	0.244	0.403	0.353
halfwit	negative	0.823	0.074	0.103
lovelove	neutral	0.027	0.669	0.304
@dani3boyz	positive	0.354	0.271	0.375
http://www.4officeautomation.com	neutral	0.026	0.945	0.028
snacking	positive	0.102	0.446	0.452
reznor	neutral	0.15	0.531	0.319
horseback	neutral	0.171	0.657	0.172
@darkangel808	positive	0.052	0.312	0.637
@theroser	positive	0.028	0.226	0.746
@crusaderz4life	positive	0.058	0.251	0.691
¬¬	negative	0.499	0.344	0.157
@tommytrc	positive	0.02	0.264	0.717
discounted	neutral	0.092	0.696	0.212
frak	negative	0.811	0.144	0.045
fran	neutral	0.265	0.439	0.296
frap	neutral	0.024	0.846	0.13
frat	negative	0.503	0.453	0.044
botherd	neutral	0.401	0.448	0.151
alyssa	neutral	0.041	0.761	0.198
fren	neutral	0.186	0.482	0.332
freo	negative	0.483	0.213	0.304
fred	neutral	0.154	0.655	0.192
rebellion	neutral	0.322	0.57	0.108
@jonaskevin	positive	0.059	0.345	0.596
@jeffcrossphoto	neutral	0.024	0.622	0.353
alyson	positive	0.004	0.456	0.541
rebelling	negative	0.697	0.288	0.015
@pippi43	positive	0.092	0.236	0.672
@antipov	positive	0.124	0.126	0.749
frio	neutral	0.114	0.604	0.282
fretting	neutral	0.356	0.374	0.27
frig	neutral	0.024	0.858	0.118
frkn	negative	0.801	0.043	0.156
@scottiejen	positive	0.116	0.225	0.659
tracked	negative	0.42	0.389	0.192
argghhh	negative	0.682	0.301	0.017
tracker	neutral	0.126	0.702	0.171
cowgirl	neutral	0.23	0.753	0.017
from	neutral	0.227	0.742	0.031
fron	neutral	0.008	0.675	0.317
frnd	negative	0.652	0.085	0.263
vicks	neutral	0.434	0.524	0.042
vicky	neutral	0.081	0.676	0.243
yuuup	positive	0.199	0.17	0.631
vicki	neutral	0.063	0.695	0.241
@_rachaelll	negative	0.529	0.405	0.066
newlyweds	negative	0.541	0.287	0.172
hateeee	negative	0.748	0.159	0.093
catchin	neutral	0.307	0.611	0.082
billings	neutral	0.016	0.702	0.282
frum	negative	0.728	0.205	0.066
@moryan	positive	0.125	0.35	0.526
repeating	negative	0.528	0.325	0.147
kardashian	neutral	0.028	0.524	0.448
frys	neutral	0.054	0.738	0.208
ponders	negative	0.591	0.054	0.355
!!!!!!!!!!!!	negative	0.464	0.126	0.41
catcher	neutral	0.017	0.747	0.236
catches	negative	0.465	0.162	0.373
@lidles	negative	0.862	0.032	0.106
catched	negative	0.541	0.395	0.063
rearranging	neutral	0.175	0.523	0.301
catchya	positive	0.004	0.494	0.502
ehhhh	neutral	0.208	0.749	0.043
regreting	positive	0.251	0.283	0.466
adrienne	neutral	0.03	0.505	0.464
@spencerpratt	positive	0.05	0.304	0.646
outage	neutral	0.265	0.644	0.09
@siahwalker	neutral	0.321	0.362	0.317
iyaaa	neutral	0.028	0.855	0.117
catchup	neutral	0.286	0.431	0.282
@analystalterego	negative	0.437	0.32	0.243
awakee	negative	0.431	0.17	0.399
@stereophonics	positive	0.021	0.227	0.752
@jacky_ds	negative	0.379	0.362	0.26
hookers	negative	0.558	0.413	0.03
'kitty\'s'	negative	0.574	0.297	0.129
@rosellyanna	neutral	0.258	0.693	0.05
ça	neutral	0.033	0.737	0.23
shortbread	neutral	0.007	0.732	0.26
developed	neutral	0.348	0.476	0.175
@kyle270	neutral	0.087	0.813	0.1
developer	neutral	0.077	0.73	0.193
peterson	neutral	0.029	0.716	0.254
@brookandthecity	positive	0.261	0.164	0.575
@matthewkempster	negative	0.659	0.317	0.024
goiing	negative	0.435	0.421	0.145
raises	positive	0.285	0.212	0.503
@sup_ashley	negative	0.602	0.209	0.189
rafting	neutral	0.3	0.388	0.313
punctured	neutral	0.463	0.51	0.028
raisin	neutral	0.04	0.851	0.109
oceanup	neutral	0.451	0.453	0.096
ở	neutral	0.341	0.459	0.2
sci-fi	neutral	0.068	0.667	0.265
@giajordan	negative	0.517	0.313	0.17
@emilyalltimelow	neutral	0.371	0.385	0.243
@malarkey	neutral	0.064	0.524	0.412
similiar	positive	0.076	0.276	0.648
@thisgoodlife	positive	0.313	0.195	0.492
ftsk	neutral	0.256	0.429	0.316
@surfnmusicexpo	positive	0.079	0.093	0.829
'thursday\'s'	neutral	0.322	0.609	0.069
nobodys	negative	0.739	0.13	0.131
–	positive	0.061	0.3	0.638
—	neutral	0.164	0.434	0.402
‘	neutral	0.173	0.69	0.138
’	neutral	0.179	0.696	0.125
“	neutral	0.06	0.774	0.167
•	positive	0.347	0.247	0.406
…	neutral	0.163	0.683	0.155
@jon_favreau	positive	0.024	0.277	0.7
@mayawesome	neutral	0.132	0.58	0.288
tweaking	neutral	0.022	0.831	0.147
ferrets	negative	0.828	0.066	0.106
€	neutral	0.389	0.596	0.015
flown	negative	0.372	0.268	0.36
flows	neutral	0.07	0.601	0.328
floyd	neutral	0.117	0.677	0.206
'nikki\'s'	neutral	0.33	0.558	0.111
http://twitpic.com/5f798	positive	0.002	0.244	0.754
fucc	negative	0.786	0.196	0.018
đi	negative	0.429	0.386	0.185
'????????,'	neutral	0.009	0.742	0.249
????????.	neutral	0.002	0.624	0.373
?????????	neutral	0.012	0.76	0.228
teehee	positive	0.067	0.333	0.6
viigo	negative	0.349	0.341	0.31
đã	neutral	0.374	0.537	0.089
@bvictor	negative	0.55	0.11	0.34
fukn	negative	0.959	0.031	0.01
coffeee	neutral	0.363	0.509	0.128
bradford	neutral	0.124	0.71	0.166
fukk	negative	0.888	0.09	0.022
coffees	neutral	0.102	0.768	0.13
fuji	neutral	0.049	0.693	0.258
goddamit	negative	0.912	0.068	0.02
blended	neutral	0.049	0.797	0.154
blender	neutral	0.142	0.781	0.077
acquired	neutral	0.18	0.604	0.215
@infobunny	positive	0.337	0.167	0.496
notting	neutral	0.017	0.766	0.217
fun-	neutral	0.323	0.356	0.321
full	neutral	0.233	0.461	0.307
funs	neutral	0.199	0.433	0.368
appropriately	neutral	0.025	0.524	0.45
funy	positive	0.253	0.143	0.604
funn	negative	0.391	0.283	0.326
@atslady	positive	0.001	0.284	0.715
muffin	neutral	0.115	0.719	0.167
@fastidiousbabe	negative	0.454	0.223	0.323
ferrero	neutral	0.112	0.787	0.101
ferrell	positive	0.131	0.283	0.586
fuun	neutral	0.191	0.422	0.387
helsinki	neutral	0.142	0.619	0.238
hongkong	negative	0.628	0.285	0.087
fuze	negative	0.491	0.349	0.16
pshhh	negative	0.522	0.196	0.283
graders	neutral	0.017	0.861	0.122
@angelicvampira	negative	0.661	0.115	0.225
oober	negative	0.688	0.084	0.229
labtop	neutral	0.107	0.818	0.075
fingerprints	neutral	0.291	0.643	0.066
@4u2wear2	positive	0.005	0.206	0.789
tutorials	positive	0.021	0.474	0.505
☆	neutral	0.299	0.441	0.26
weekday	neutral	0.185	0.715	0.1
shortlisted	positive	0.12	0.336	0.544
flood	neutral	0.309	0.59	0.101
☮	positive	0.121	0.06	0.82
☺	positive	0.135	0.174	0.691
☼	positive	0.099	0.172	0.728
♡	positive	0.218	0.197	0.585
♥	positive	0.071	0.271	0.657
♪	positive	0.065	0.468	0.468
♫	neutral	0.073	0.503	0.424
vigil	neutral	0.062	0.864	0.074
twatter	negative	0.764	0.081	0.155
@randomus_r	neutral	0.116	0.473	0.411
@lopchelle	negative	0.421	0.185	0.394
outbid	negative	0.809	0.176	0.015
darlington	neutral	0.034	0.774	0.192
#tonys	positive	0.112	0.252	0.636
@misshelen20	neutral	0.143	0.441	0.416
wookie	neutral	0.092	0.821	0.088
brazilians	positive	0.163	0.397	0.44
austrian	neutral	0.026	0.612	0.361
@msteenamarie	positive	0.153	0.164	0.683
@torehtard	negative	0.493	0.336	0.171
goodknight	positive	0.015	0.278	0.706
hoedown	neutral	0.123	0.508	0.369
@songo72	positive	0.078	0.315	0.607
'twitter\'s'	negative	0.523	0.336	0.141
fwiw	neutral	0.043	0.658	0.298
@kimmyt22	positive	0.085	0.205	0.71
vikki	neutral	0.141	0.545	0.314
follow/unfollow	negative	0.822	0.162	0.015
@schofe	positive	0.081	0.294	0.626
literal	negative	0.557	0.222	0.221
hooking	neutral	0.045	0.512	0.443
cả	neutral	0.385	0.481	0.134
bị	negative	0.401	0.332	0.266
overcooked	neutral	0.119	0.773	0.108
marinara	neutral	0.263	0.69	0.047
locking	neutral	0.293	0.64	0.067
şi	neutral	0.174	0.563	0.263
@theimp67	negative	0.474	0.309	0.217
@abacab1975	positive	0.302	0.294	0.404
condoms	neutral	0.087	0.832	0.081
@vic773	positive	0.026	0.363	0.61
skaters	negative	0.689	0.22	0.091
@celz29	neutral	0.107	0.728	0.164
@triptophobia	positive	0.223	0.098	0.679
marinade	neutral	0.027	0.947	0.025
@twalk	positive	0.015	0.24	0.745
leslie	neutral	0.101	0.734	0.165
snippets	neutral	0.003	0.656	0.341
recreate	neutral	0.073	0.584	0.343
sẽ	neutral	0.357	0.594	0.049
reporting	neutral	0.105	0.792	0.103
từ	neutral	0.314	0.64	0.046
guinness	neutral	0.112	0.588	0.3
bethan	neutral	0.057	0.596	0.347
@darrenporter	positive	0.105	0.437	0.458
@tom_ra	neutral	0.141	0.66	0.199
tablets	negative	0.616	0.293	0.09
bethel	neutral	0.01	0.773	0.216
rockness	positive	0.13	0.236	0.635
@health4uandpets	positive	0.119	0.323	0.558
moping	neutral	0.41	0.5	0.089
hindsight	negative	0.69	0.099	0.211
@ilaam	neutral	0.021	0.524	0.455
sinclair	neutral	0.122	0.803	0.075
@iamjuice	positive	0.013	0.464	0.523
lesley	neutral	0.083	0.614	0.303
dedicating	positive	0.035	0.278	0.687
cafeteria	neutral	0.167	0.753	0.081
contributions	positive	0.016	0.425	0.559
@spymasterphil	neutral	0.132	0.633	0.235
licensed	positive	0.196	0.33	0.474
@mkayes	positive	0.186	0.152	0.662
licenses	neutral	0.031	0.676	0.293
referrals	positive	0.008	0.461	0.531
fyi-	neutral	0.065	0.739	0.196
@patrikianpolk	neutral	0.018	0.639	0.342
vimeo	neutral	0.384	0.457	0.159
@mariedigby	positive	0.038	0.436	0.526
sleeeeeeep	negative	0.585	0.323	0.092
@therealmrriley	positive	0.1	0.443	0.457
kimberly	neutral	0.173	0.516	0.312
@wahoopooh	positive	0.256	0.273	0.47
huaaa	neutral	0.212	0.671	0.117
penelope	neutral	0.058	0.506	0.437
hubba	neutral	0.325	0.611	0.064
@alltimecassie	neutral	0.252	0.579	0.169
cherokee	neutral	0.066	0.715	0.219
pistachio	neutral	0.103	0.794	0.103
@myinnerjules	negative	0.476	0.192	0.333
@_chelsea_marie	positive	0.338	0.219	0.443
@nathanrdotca	positive	0.267	0.118	0.615
