WORD_NAME	label	negative	neutral	positive
du	neutral	0.148	0.743	0.11
dv	neutral	0.122	0.665	0.214
dw	neutral	0.123	0.457	0.42
dx	negative	0.662	0.247	0.091
dy	neutral	0.079	0.784	0.138
dz	neutral	0.158	0.693	0.149
ea	neutral	0.149	0.617	0.234
eb	neutral	0.145	0.766	0.09
ec	neutral	0.113	0.539	0.348
ed	neutral	0.209	0.589	0.202
ee	neutral	0.107	0.67	0.223
ef	neutral	0.14	0.673	0.188
eg	neutral	0.12	0.819	0.061
eh	neutral	0.28	0.391	0.329
ei	neutral	0.135	0.653	0.211
ej	neutral	0.038	0.604	0.359
ek	neutral	0.168	0.734	0.098
el	neutral	0.154	0.733	0.113
em	negative	0.49	0.425	0.086
@user377352	neutral	0.315	0.452	0.233
en	neutral	0.134	0.757	0.109
g0	negative	0.579	0.372	0.049
g1	neutral	0.1	0.617	0.283
eo	neutral	0.114	0.467	0.42
ep	neutral	0.064	0.725	0.211
g2	neutral	0.151	0.757	0.092
eq	neutral	0.014	0.646	0.34
g3	neutral	0.174	0.627	0.199
er	neutral	0.309	0.582	0.109
g4	neutral	0.103	0.8	0.097
es	neutral	0.144	0.771	0.085
g5	neutral	0.059	0.731	0.21
et	neutral	0.032	0.786	0.182
g6	negative	0.677	0.242	0.081
eu	neutral	0.163	0.682	0.154
ev	neutral	0.125	0.472	0.403
g8	positive	0.106	0.398	0.496
ew	negative	0.902	0.076	0.021
ex	negative	0.523	0.358	0.119
ey	neutral	0.141	0.58	0.279
ez	negative	0.419	0.401	0.18
fa	neutral	0.228	0.466	0.306
fb	neutral	0.211	0.713	0.076
fc	positive	0.123	0.341	0.536
fd	neutral	0.362	0.602	0.035
fe	neutral	0.046	0.769	0.185
ff	positive	0.074	0.339	0.588
fg	negative	0.486	0.472	0.042
fh	neutral	0.074	0.729	0.197
fi	neutral	0.181	0.663	0.156
fj	neutral	0.302	0.68	0.018
fk	negative	0.687	0.27	0.043
h-	neutral	0.003	0.986	0.011
fl	neutral	0.023	0.779	0.198
fm	neutral	0.045	0.788	0.166
fn	negative	0.804	0.159	0.037
fo	neutral	0.192	0.419	0.389
h1	neutral	0.207	0.436	0.357
fp	neutral	0.056	0.702	0.242
h2	neutral	0.077	0.672	0.251
h3	negative	0.584	0.382	0.034
fr	neutral	0.14	0.486	0.374
fs	neutral	0.083	0.723	0.194
ft	neutral	0.073	0.695	0.232
fu	neutral	0.246	0.608	0.146
h8	negative	0.904	0.074	0.023
fv	positive	0.11	0.253	0.637
fw	neutral	0.219	0.62	0.161
fx	neutral	0.085	0.615	0.3
fy	neutral	0.119	0.662	0.219
ga	neutral	0.035	0.788	0.177
gb	neutral	0.047	0.847	0.107
i$	neutral	0.093	0.702	0.205
gc	positive	0.006	0.434	0.559
gd	neutral	0.031	0.594	0.375
i&	positive	0.1	0.398	0.502
ge	neutral	0.091	0.701	0.208
gf	neutral	0.308	0.478	0.214
gg	neutral	0.254	0.414	0.332
gh	neutral	0.163	0.543	0.294
gi	neutral	0.094	0.685	0.221
gj	neutral	0.254	0.604	0.141
@user377370	neutral	0.006	0.667	0.326
gk	neutral	0.013	0.797	0.19
i-	neutral	0.12	0.748	0.133
gl	neutral	0.167	0.613	0.221
gm	neutral	0.153	0.546	0.301
gn	positive	0.192	0.377	0.432
go	neutral	0.174	0.655	0.172
gp	neutral	0.056	0.819	0.125
gq	neutral	0.092	0.481	0.427
gr	neutral	0.096	0.703	0.201
i4	neutral	0.376	0.552	0.073
i5	neutral	0.118	0.678	0.204
gs	neutral	0.153	0.712	0.135
gt	neutral	0.161	0.767	0.072
i7	neutral	0.047	0.598	0.355
gu	neutral	0.158	0.729	0.113
gv	neutral	0.374	0.531	0.095
gw	neutral	0.072	0.855	0.073
gx	neutral	0.063	0.85	0.087
gy	neutral	0.106	0.736	0.158
gz	neutral	0.408	0.478	0.114
hb	neutral	0.052	0.589	0.36
hc	neutral	0.358	0.537	0.105
hd	neutral	0.055	0.745	0.2
he	negative	0.639	0.103	0.258
hf	neutral	0.39	0.548	0.062
hg	neutral	0.045	0.728	0.227
hh	neutral	0.226	0.52	0.254
hi	positive	0.032	0.435	0.533
hj	neutral	0.189	0.734	0.077
hk	neutral	0.204	0.494	0.302
hl	neutral	0.176	0.688	0.137
hn	neutral	0.172	0.632	0.196
ho	neutral	0.098	0.695	0.207
j1	neutral	0.204	0.722	0.073
hp	neutral	0.052	0.702	0.246
j2	negative	0.618	0.13	0.252
hq	neutral	0.066	0.761	0.173
j3	negative	0.599	0.353	0.048
hr	neutral	0.06	0.847	0.093
hs	neutral	0.12	0.739	0.141
j5	negative	0.567	0.165	0.267
ht	neutral	0.076	0.636	0.289
hu	neutral	0.281	0.557	0.162
hv	positive	0.117	0.437	0.447
hw	neutral	0.179	0.623	0.197
hy	neutral	0.226	0.667	0.107
hz	neutral	0.065	0.918	0.017
ia	neutral	0.071	0.754	0.175
ib	negative	0.473	0.463	0.064
ic	neutral	0.251	0.636	0.113
id	neutral	0.306	0.615	0.079
ie	neutral	0.234	0.675	0.091
if	negative	0.47	0.454	0.075
ig	positive	0.18	0.355	0.465
ih	neutral	0.195	0.739	0.067
ii	neutral	0.236	0.706	0.057
ij	negative	0.545	0.439	0.016
ik	negative	0.462	0.286	0.252
k-	neutral	0.011	0.651	0.337
il	neutral	0.033	0.694	0.273
im	negative	0.731	0.204	0.065
in	neutral	0.121	0.759	0.119
io	neutral	0.124	0.774	0.102
k1	neutral	0.015	0.632	0.353
ip	neutral	0.056	0.85	0.094
k2	neutral	0.12	0.816	0.064
iq	negative	0.506	0.321	0.173
k3	positive	0.111	0.09	0.799
ir	neutral	0.244	0.697	0.059
is	neutral	0.293	0.486	0.221
it	neutral	0.357	0.438	0.205
iu	neutral	0.188	0.558	0.254
iv	neutral	0.253	0.685	0.062
iw	neutral	0.225	0.618	0.158
k9	neutral	0.059	0.678	0.263
ix	neutral	0.122	0.584	0.294
iy	neutral	0.048	0.768	0.185
iz	negative	0.456	0.402	0.142
ja	neutral	0.181	0.773	0.046
jb	positive	0.127	0.282	0.591
l$	neutral	0.078	0.628	0.294
jc	neutral	0.137	0.549	0.314
jd	neutral	0.053	0.775	0.172
je	neutral	0.075	0.654	0.27
jf	neutral	0.317	0.356	0.327
jg	neutral	0.017	0.774	0.21
jh	positive	0.269	0.305	0.426
ji	neutral	0.279	0.45	0.271
jj	neutral	0.107	0.625	0.268
jk	positive	0.231	0.284	0.485
jl	neutral	0.041	0.754	0.205
jm	neutral	0.19	0.587	0.223
jn	neutral	0.089	0.556	0.355
jo	neutral	0.067	0.672	0.261
jp	neutral	0.213	0.395	0.391
l2	neutral	0.095	0.8	0.105
l3	neutral	0.112	0.543	0.345
jq	positive	0.256	0.243	0.501
jr	neutral	0.059	0.672	0.268
js	neutral	0.083	0.802	0.115
jt	neutral	0.163	0.434	0.403
ju	neutral	0.383	0.48	0.137
l8	negative	0.629	0.191	0.181
jv	neutral	0.024	0.757	0.219
jw	neutral	0.172	0.721	0.107
jx	positive	0.291	0.29	0.419
jy	neutral	0.226	0.667	0.107
jz	neutral	0.245	0.669	0.085
l@	neutral	0.148	0.687	0.165
ka	neutral	0.02	0.556	0.423
kb	neutral	0.145	0.76	0.095
m$	neutral	0.078	0.494	0.428
kc	neutral	0.147	0.441	0.412
kd	neutral	0.305	0.654	0.041
m&	neutral	0.097	0.874	0.028
ke	neutral	0.066	0.818	0.116
kg	neutral	0.132	0.7	0.167
kh	neutral	0.157	0.712	0.131
ki	neutral	0.155	0.661	0.184
kj	positive	0.076	0.387	0.537
kk	neutral	0.107	0.456	0.437
kl	neutral	0.026	0.797	0.177
km	neutral	0.026	0.877	0.097
m/	positive	0.246	0.279	0.476
kn	neutral	0.1	0.753	0.146
ko	neutral	0.106	0.703	0.19
m1	neutral	0.271	0.694	0.035
kp	neutral	0.126	0.721	0.153
m2	neutral	0.256	0.705	0.04
m3	neutral	0.253	0.613	0.134
tawkin	negative	0.84	0.124	0.036
kq	neutral	0.056	0.909	0.034
kr	neutral	0.005	0.88	0.114
m4	neutral	0.122	0.8	0.079
ks	neutral	0.056	0.776	0.168
m5	neutral	0.172	0.763	0.065
kt	neutral	0.022	0.939	0.039
m6	neutral	0.337	0.643	0.02
ku	neutral	0.101	0.765	0.134
m7	neutral	0.16	0.652	0.188
m8	positive	0.129	0.366	0.505
kv	neutral	0.197	0.677	0.126
kw	neutral	0.036	0.783	0.181
kx	neutral	0.107	0.829	0.064
ky	neutral	0.079	0.743	0.179
kz	neutral	0.385	0.512	0.103
la	neutral	0.046	0.778	0.176
lb	neutral	0.141	0.8	0.059
lc	neutral	0.109	0.594	0.297
ld	neutral	0.211	0.714	0.075
le	neutral	0.155	0.751	0.094
lf	neutral	0.105	0.752	0.143
lg	neutral	0.054	0.824	0.122
lh	neutral	0.05	0.743	0.207
li	neutral	0.166	0.675	0.159
lj	neutral	0.308	0.641	0.05
lk	neutral	0.443	0.458	0.099
n-	neutral	0.117	0.718	0.166
ll	neutral	0.133	0.539	0.328
lm	neutral	0.2	0.658	0.142
ln	neutral	0.026	0.769	0.204
n0	negative	0.679	0.231	0.09
lo	neutral	0.102	0.823	0.075
n1	neutral	0.249	0.639	0.112
lp	neutral	0.132	0.695	0.174
n2	neutral	0.392	0.574	0.034
lq	neutral	0.305	0.558	0.137
montreal	neutral	0.24	0.437	0.323
lr	neutral	0.101	0.664	0.235
ls	neutral	0.15	0.649	0.201
lt	neutral	0.153	0.651	0.196
lu	neutral	0.081	0.818	0.102
lv	neutral	0.084	0.705	0.211
lw	neutral	0.146	0.814	0.04
lx	neutral	0.012	0.754	0.234
ly	positive	0.078	0.35	0.572
@user652501	neutral	0.38	0.562	0.058
lz	positive	0.113	0.441	0.446
ma	neutral	0.208	0.659	0.133
mb	neutral	0.029	0.826	0.144
mc	neutral	0.064	0.659	0.278
md	neutral	0.029	0.708	0.263
me	negative	0.502	0.166	0.332
mf	negative	0.873	0.095	0.032
mg	neutral	0.09	0.737	0.173
mh	neutral	0.458	0.464	0.078
mi	neutral	0.095	0.824	0.081
mj	positive	0.265	0.243	0.492
mk	neutral	0.117	0.686	0.197
o-	neutral	0.277	0.638	0.086
ml	neutral	0.134	0.793	0.073
o/	positive	0.136	0.274	0.589
mn	neutral	0.026	0.79	0.183
mo	neutral	0.194	0.639	0.167
o1	negative	0.629	0.289	0.082
o2	neutral	0.088	0.635	0.277
mp	neutral	0.016	0.775	0.209
mr	neutral	0.124	0.631	0.245
o4	negative	0.397	0.353	0.249
ms	neutral	0.135	0.684	0.181
mt	neutral	0.14	0.772	0.088
mu	neutral	0.213	0.712	0.076
mv	neutral	0.139	0.585	0.276
o8	neutral	0.272	0.496	0.232
mw	neutral	0.098	0.837	0.065
o9	negative	0.389	0.374	0.237
o:	negative	0.564	0.313	0.122
mx	neutral	0.094	0.714	0.192
my	neutral	0.242	0.623	0.135
o;	negative	0.537	0.227	0.236
mz	neutral	0.116	0.594	0.289
@user22756	neutral	0.137	0.441	0.423
o=	negative	0.636	0.308	0.056
@user652516	neutral	0.385	0.483	0.132
na	neutral	0.194	0.721	0.085
nb	neutral	0.074	0.833	0.093
nc	neutral	0.034	0.759	0.207
nd	neutral	0.255	0.651	0.094
ne	neutral	0.118	0.745	0.137
nf	neutral	0.082	0.605	0.314
ng	neutral	0.061	0.542	0.397
nh	neutral	0.024	0.766	0.21
ni	neutral	0.126	0.713	0.161
nj	neutral	0.027	0.806	0.167
nk	neutral	0.042	0.552	0.406
p-	neutral	0.119	0.474	0.406
nl	neutral	0.012	0.797	0.191
nm	neutral	0.089	0.72	0.191
p/	neutral	0.103	0.84	0.057
nn	neutral	0.114	0.738	0.148
no	negative	0.699	0.243	0.058
p1	neutral	0.347	0.588	0.065
np	positive	0.142	0.301	0.556
p2	neutral	0.439	0.471	0.09
nq	neutral	0.269	0.366	0.365
p3	neutral	0.155	0.737	0.107
nr	neutral	0.037	0.765	0.198
p4	neutral	0.02	0.959	0.021
ns	neutral	0.259	0.497	0.244
p5	neutral	0.151	0.649	0.201
nt	neutral	0.398	0.41	0.193
nu	neutral	0.091	0.677	0.232
nv	neutral	0.026	0.703	0.272
nw	neutral	0.1	0.804	0.096
nx	neutral	0.011	0.856	0.134
ny	neutral	0.036	0.841	0.123
nz	neutral	0.136	0.492	0.372
oa	neutral	0.167	0.698	0.135
ob	neutral	0.109	0.635	0.256
oc	neutral	0.151	0.753	0.096
od	negative	0.591	0.352	0.058
oe	neutral	0.194	0.618	0.188
of	neutral	0.236	0.618	0.147
og	neutral	0.271	0.57	0.16
oi	neutral	0.176	0.488	0.335
oj	neutral	0.171	0.72	0.109
ok	negative	0.384	0.374	0.242
q-	neutral	0.047	0.51	0.443
ol	neutral	0.221	0.55	0.229
om	neutral	0.061	0.793	0.146
on	neutral	0.097	0.784	0.119
oo	neutral	0.167	0.642	0.191
q1	positive	0.06	0.44	0.5
op	neutral	0.19	0.629	0.181
q2	positive	0.042	0.408	0.55
q3	neutral	0.169	0.446	0.385
oq	neutral	0.31	0.653	0.037
or	neutral	0.323	0.654	0.023
q4	neutral	0.062	0.475	0.462
os	neutral	0.05	0.669	0.281
q5	neutral	0.154	0.657	0.189
ot	neutral	0.259	0.554	0.187
q6	positive	0.041	0.451	0.508
ou	neutral	0.205	0.695	0.101
q7	neutral	0.134	0.479	0.387
q8	neutral	0.138	0.587	0.275
ov	negative	0.433	0.377	0.19
ow	neutral	0.257	0.655	0.088
oy	negative	0.821	0.142	0.037
oz	neutral	0.07	0.575	0.355
@user22776	neutral	0.251	0.542	0.207
pa	neutral	0.059	0.735	0.206
r$	neutral	0.178	0.763	0.059
pb	neutral	0.062	0.836	0.102
pc	neutral	0.103	0.728	0.169
pd	neutral	0.096	0.8	0.104
pe	neutral	0.126	0.702	0.172
pf	neutral	0.116	0.745	0.139
pg	neutral	0.138	0.776	0.087
#argentinawantsjb	neutral	0.384	0.501	0.115
ph	neutral	0.034	0.752	0.214
pi	neutral	0.077	0.683	0.239
pj	neutral	0.04	0.686	0.274
pk	neutral	0.065	0.767	0.168
pl	neutral	0.196	0.617	0.187
pm	neutral	0.013	0.888	0.099
pn	neutral	0.122	0.824	0.054
po	neutral	0.12	0.723	0.158
r1	neutral	0.196	0.585	0.22
pp	neutral	0.257	0.603	0.14
r2	neutral	0.035	0.625	0.34
pq	neutral	0.223	0.746	0.031
r3	neutral	0.048	0.676	0.276
pr	neutral	0.03	0.661	0.309
r4	neutral	0.147	0.721	0.132
ps	neutral	0.053	0.539	0.408
r5	neutral	0.206	0.711	0.083
pt	neutral	0.096	0.768	0.136
r6	neutral	0.109	0.583	0.308
pu	neutral	0.169	0.693	0.139
pv	neutral	0.217	0.62	0.164
r8	neutral	0.167	0.616	0.218
pw	neutral	0.161	0.727	0.112
px	neutral	0.125	0.723	0.152
py	neutral	0.036	0.799	0.165
pz	positive	0.112	0.422	0.466
qa	neutral	0.019	0.815	0.166
qb	neutral	0.102	0.675	0.224
qc	neutral	0.242	0.569	0.189
qe	neutral	0.166	0.739	0.094
qi	neutral	0.25	0.648	0.102
s-	neutral	0.143	0.747	0.109
qm	neutral	0.072	0.885	0.043
s0	positive	0.319	0.338	0.343
qn	negative	0.435	0.392	0.173
qo	neutral	0.447	0.478	0.075
s1	neutral	0.12	0.519	0.361
s2	neutral	0.159	0.441	0.4
qp	neutral	0.228	0.545	0.227
s3	neutral	0.059	0.58	0.361
qq	neutral	0.237	0.616	0.147
s4	negative	0.486	0.319	0.194
qr	neutral	0.03	0.778	0.192
qs	neutral	0.27	0.404	0.327
s5	neutral	0.064	0.648	0.288
qt	neutral	0.055	0.746	0.199
s6	neutral	0.374	0.491	0.135
qu	neutral	0.167	0.69	0.142
s:	neutral	0.053	0.862	0.086
s;	neutral	0.021	0.933	0.046
ra	neutral	0.176	0.65	0.174
rb	positive	0.091	0.383	0.526
rc	neutral	0.053	0.864	0.083
rd	neutral	0.054	0.849	0.097
re	neutral	0.356	0.458	0.185
rf	neutral	0.053	0.584	0.363
rg	neutral	0.239	0.644	0.117
rh	neutral	0.314	0.463	0.223
ri	neutral	0.096	0.647	0.257
rj	neutral	0.187	0.553	0.26
t-	neutral	0.216	0.736	0.048
rk	neutral	0.143	0.671	0.186
rl	neutral	0.198	0.705	0.097
rm	neutral	0.075	0.804	0.121
rn	neutral	0.095	0.74	0.165
t0	neutral	0.26	0.493	0.247
ro	neutral	0.346	0.465	0.188
t1	neutral	0.08	0.553	0.367
rp	neutral	0.121	0.722	0.156
t2	neutral	0.339	0.434	0.228
t3	positive	0.008	0.343	0.65
rr	neutral	0.109	0.645	0.246
t4	neutral	0.168	0.743	0.089
rs	neutral	0.161	0.725	0.114
t5	neutral	0.037	0.93	0.033
rt	neutral	0.114	0.56	0.326
t6	neutral	0.045	0.856	0.099
ru	neutral	0.189	0.681	0.129
t7	neutral	0.339	0.36	0.301
rv	neutral	0.041	0.646	0.314
t8	positive	0.326	0.161	0.513
rw	neutral	0.077	0.884	0.039
t9	negative	0.558	0.413	0.029
rx	neutral	0.068	0.586	0.346
ry	neutral	0.157	0.489	0.354
rz	neutral	0.036	0.666	0.298
sa	neutral	0.11	0.595	0.295
sb	neutral	0.165	0.732	0.103
sc	neutral	0.053	0.771	0.176
sd	neutral	0.025	0.796	0.179
se	neutral	0.211	0.716	0.073
sf	neutral	0.112	0.561	0.327
sg	neutral	0.162	0.63	0.208
sh	neutral	0.411	0.434	0.154
si	neutral	0.141	0.772	0.087
sj	neutral	0.214	0.56	0.226
sk	neutral	0.097	0.739	0.164
u-	negative	0.693	0.199	0.109
sl	neutral	0.197	0.619	0.184
sm	neutral	0.107	0.737	0.156
sn	neutral	0.327	0.553	0.12
sp	neutral	0.143	0.698	0.159
u2	positive	0.151	0.329	0.52
sq	neutral	0.004	0.866	0.131
sr	neutral	0.036	0.785	0.179
u4	positive	0.001	0.25	0.749
ss	neutral	0.175	0.701	0.124
st	neutral	0.028	0.753	0.218
su	neutral	0.167	0.613	0.22
sv	neutral	0.205	0.721	0.074
sw	neutral	0.04	0.863	0.097
sx	neutral	0.172	0.732	0.096
sy	neutral	0.043	0.877	0.08
sz	neutral	0.112	0.795	0.093
ta	neutral	0.356	0.543	0.101
tb	neutral	0.194	0.661	0.145
tc	neutral	0.131	0.572	0.297
td	neutral	0.149	0.755	0.096
te	neutral	0.225	0.616	0.159
tf	negative	0.522	0.394	0.083
tg	neutral	0.055	0.616	0.329
th	neutral	0.199	0.56	0.241
ti	neutral	0.237	0.608	0.154
tj	neutral	0.269	0.448	0.283
tk	neutral	0.352	0.489	0.159
tl	neutral	0.09	0.728	0.182
tm	neutral	0.22	0.62	0.161
tn	neutral	0.045	0.756	0.199
to	neutral	0.132	0.533	0.335
v1	neutral	0.058	0.852	0.09
tp	neutral	0.108	0.818	0.074
v2	neutral	0.087	0.637	0.276
v3	neutral	0.035	0.811	0.154
tq	positive	0.018	0.286	0.695
tr	neutral	0.195	0.51	0.295
v4	neutral	0.043	0.838	0.119
ts	neutral	0.109	0.662	0.229
v5	neutral	0.301	0.58	0.119
tt	neutral	0.333	0.512	0.154
v6	neutral	0.03	0.757	0.213
tu	neutral	0.187	0.696	0.117
v7	neutral	0.025	0.491	0.484
tv	neutral	0.296	0.651	0.053
v8	neutral	0.09	0.781	0.129
tw	neutral	0.206	0.672	0.122
tx	neutral	0.025	0.744	0.231
v:	neutral	0.073	0.696	0.231
ty	positive	0.015	0.152	0.833
tz	neutral	0.433	0.465	0.102
ua	neutral	0.205	0.637	0.157
ub	neutral	0.264	0.569	0.167
uc	neutral	0.05	0.83	0.12
ud	neutral	0.245	0.677	0.078
ue	neutral	0.176	0.68	0.144
uf	neutral	0.283	0.519	0.198
ug	neutral	0.137	0.734	0.129
uh	neutral	0.339	0.473	0.188
ui	neutral	0.016	0.694	0.291
uk	neutral	0.181	0.556	0.262
w-	neutral	0.002	0.994	0.005
ul	neutral	0.13	0.709	0.161
w/	neutral	0.116	0.555	0.328
um	neutral	0.182	0.733	0.086
un	neutral	0.424	0.461	0.115
uo	neutral	0.259	0.581	0.16
up	neutral	0.413	0.535	0.052
w2	neutral	0.067	0.904	0.029
w3	neutral	0.3	0.541	0.159
ur	neutral	0.103	0.505	0.392
us	neutral	0.175	0.502	0.323
ut	neutral	0.029	0.715	0.256
uu	neutral	0.244	0.585	0.171
w7	neutral	0.04	0.736	0.224
uv	neutral	0.048	0.854	0.098
w8	neutral	0.191	0.426	0.382
uw	neutral	0.047	0.799	0.154
ux	neutral	0.008	0.571	0.421
uy	neutral	0.104	0.773	0.122
uz	neutral	0.155	0.537	0.308
va	neutral	0.037	0.78	0.183
vb	neutral	0.081	0.853	0.065
vc	neutral	0.199	0.74	0.061
vd	neutral	0.261	0.475	0.264
ve	neutral	0.139	0.619	0.242
vf	neutral	0.194	0.682	0.124
vg	neutral	0.132	0.729	0.139
vh	negative	0.525	0.338	0.137
vi	neutral	0.155	0.622	0.223
vj	neutral	0.05	0.556	0.394
x-	neutral	0.274	0.699	0.027
vl	neutral	0.095	0.832	0.074
vm	neutral	0.063	0.832	0.104
x0	negative	0.537	0.07	0.392
vn	neutral	0.066	0.64	0.294
vo	neutral	0.119	0.708	0.172
x1	neutral	0.039	0.79	0.171
vp	neutral	0.107	0.53	0.363
x2	neutral	0.095	0.631	0.273
x3	positive	0.186	0.33	0.483
vr	neutral	0.014	0.778	0.207
x4	neutral	0.06	0.701	0.238
vs	neutral	0.1	0.713	0.188
x5	neutral	0.033	0.738	0.229
vt	neutral	0.024	0.828	0.148
x6	positive	0.036	0.482	0.482
vu	neutral	0.386	0.559	0.055
vv	neutral	0.148	0.54	0.311
vw	neutral	0.104	0.819	0.077
vx	neutral	0.008	0.56	0.433
vy	neutral	0.238	0.543	0.219
vz	neutral	0.132	0.488	0.38
wa	neutral	0.047	0.768	0.185
wb	neutral	0.141	0.734	0.125
wc	neutral	0.071	0.637	0.292
wd	neutral	0.133	0.706	0.161
we	neutral	0.084	0.708	0.208
wf	neutral	0.09	0.676	0.234
wg	positive	0.16	0.301	0.539
wh	neutral	0.287	0.559	0.154
wi	neutral	0.034	0.783	0.183
wj	neutral	0.039	0.618	0.344
wk	neutral	0.301	0.578	0.121
wl	neutral	0.125	0.757	0.118
wm	neutral	0.094	0.7	0.206
wn	neutral	0.173	0.708	0.119
y0	negative	0.62	0.335	0.044
wo	neutral	0.235	0.538	0.227
wp	neutral	0.016	0.71	0.274
wr	neutral	0.269	0.52	0.212
ws	negative	0.508	0.389	0.103
wt	neutral	0.229	0.517	0.254
wu	neutral	0.184	0.679	0.137
wv	neutral	0.073	0.709	0.218
ww	neutral	0.15	0.604	0.246
wx	neutral	0.13	0.811	0.059
wy	neutral	0.032	0.772	0.195
wz	neutral	0.397	0.52	0.083
w|	neutral	0.302	0.525	0.173
xa	neutral	0.146	0.727	0.127
xb	neutral	0.177	0.744	0.079
xc	neutral	0.036	0.82	0.144
xe	neutral	0.162	0.623	0.215
xf	neutral	0.145	0.5	0.355
xi	neutral	0.096	0.743	0.161
xj	neutral	0.141	0.722	0.137
xk	neutral	0.071	0.741	0.189
xl	neutral	0.154	0.745	0.102
xm	neutral	0.09	0.659	0.251
xq	neutral	0.375	0.598	0.027
z4	neutral	0.029	0.524	0.447
xs	neutral	0.132	0.724	0.144
xt	neutral	0.118	0.786	0.096
xu	neutral	0.051	0.697	0.252
xv	neutral	0.042	0.714	0.244
xx	positive	0.028	0.412	0.56
xy	neutral	0.224	0.484	0.292
x|	negative	0.93	0.065	0.005
ya	neutral	0.074	0.627	0.299
yb	positive	0.157	0.351	0.492
yc	neutral	0.06	0.64	0.3
yd	neutral	0.093	0.877	0.03
ye	neutral	0.107	0.56	0.333
yg	neutral	0.043	0.838	0.119
yh	neutral	0.198	0.589	0.213
yi	neutral	0.106	0.742	0.152
yk	neutral	0.337	0.385	0.278
yl	neutral	0.087	0.621	0.292
ym	neutral	0.319	0.599	0.082
yn	neutral	0.23	0.582	0.188
yo	neutral	0.361	0.521	0.118
yp	neutral	0.171	0.758	0.071
yr	neutral	0.108	0.477	0.416
ys	negative	0.475	0.453	0.072
yt	neutral	0.279	0.616	0.105
yu	neutral	0.356	0.556	0.087
yw	positive	0.024	0.237	0.739
'{:'	positive	0.021	0.198	0.78
yy	neutral	0.368	0.555	0.077
za	neutral	0.093	0.54	0.367
ze	neutral	0.139	0.688	0.173
zh	positive	0.317	0.296	0.386
zi	neutral	0.302	0.442	0.256
zo	neutral	0.206	0.592	0.201
zq	neutral	0.171	0.633	0.197
|3	positive	0.406	0.134	0.459
zs	neutral	0.042	0.685	0.273
zu	neutral	0.118	0.673	0.209
|:	negative	0.411	0.389	0.2
zy	neutral	0.373	0.581	0.046
zz	neutral	0.253	0.597	0.15
'}:'	neutral	0.378	0.405	0.217
'{{'	neutral	0.336	0.348	0.316
|i	negative	0.451	0.351	0.197
@user113816	neutral	0.051	0.742	0.207
||	neutral	0.185	0.585	0.231
'}}'	negative	0.422	0.273	0.305
@user113877	negative	0.56	0.382	0.058
@user113879	positive	0.25	0.31	0.439
@user113849	neutral	0.234	0.469	0.297
@user1174265	negative	0.499	0.323	0.178
gurlfriend	negative	0.73	0.232	0.038
@user37723s	positive	0.053	0.284	0.664
@user377280	positive	0.241	0.278	0.481
ehehe	positive	0.075	0.438	0.487
in-house	neutral	0.013	0.633	0.354
@user652643	positive	0.267	0.275	0.458
wheneva	negative	0.508	0.358	0.134
@user113502	neutral	0.193	0.528	0.279
'30,000'	neutral	0.048	0.77	0.182
noelle	positive	0.044	0.416	0.54
rihana	positive	0.193	0.332	0.474
@user113678	neutral	0.029	0.561	0.41
#sacramento	neutral	0.356	0.408	0.236
@user6622325	positive	0.432	0.118	0.451
@user377108	positive	0.163	0.24	0.597
snacking	neutral	0.13	0.471	0.399
@user22913	neutral	0.279	0.596	0.125
#holdem	neutral	0.099	0.897	0.004
@user377133	neutral	0.047	0.515	0.439
@user22949	neutral	0.091	0.654	0.254
@user22982	neutral	0.275	0.476	0.249
discounted	neutral	0.014	0.778	0.208
°f	neutral	0.003	0.711	0.286
pretender	negative	0.452	0.387	0.16
paperweight	neutral	0.046	0.926	0.028
xinhua	negative	0.602	0.233	0.165
bsides	neutral	0.052	0.695	0.252
@user113604	neutral	0.197	0.559	0.244
limbaugh	negative	0.672	0.261	0.068
@user113619	neutral	0.063	0.478	0.459
dillard	neutral	0.201	0.673	0.126
@user113344	neutral	0.094	0.456	0.449
@user377035	negative	0.573	0.298	0.129
@user113362	neutral	0.03	0.527	0.443
@user377046	neutral	0.436	0.466	0.098
@user3441418	negative	0.689	0.102	0.209
@user377080	neutral	0.173	0.711	0.116
http://bit.ly/wrbhr	neutral	0.115	0.773	0.112
@user377091	neutral	0.223	0.603	0.174
http://www.epicchefwars.com	negative	0.61	0.355	0.035
ehhhh	neutral	0.417	0.49	0.093
adrienne	neutral	0.179	0.661	0.159
@user652807	neutral	0.193	0.575	0.231
iyaaa	neutral	0.279	0.604	0.117
chamillionaire	negative	0.423	0.272	0.305
awakee	negative	0.67	0.205	0.126
hookers	negative	0.615	0.338	0.047
biznews7.org/	positive	0.117	0.066	0.818
#jealous	negative	0.496	0.245	0.259
shortbread	neutral	0.155	0.563	0.282
#twitterboo	neutral	0.048	0.788	0.163
bettys	neutral	0.248	0.701	0.052
deadasss	negative	0.668	0.126	0.206
oceanup	negative	0.623	0.26	0.116
–	positive	0.307	0.243	0.45
—	neutral	0.183	0.557	0.26
‘	negative	0.578	0.175	0.246
’	negative	0.602	0.21	0.187
“	neutral	0.236	0.605	0.159
”	neutral	0.237	0.596	0.167
•	neutral	0.064	0.745	0.191
…	neutral	0.13	0.487	0.384
€	neutral	0.008	0.627	0.365
