word	label	negative	neutral	positive
em	neutral	0.123	0.555	0.323
g0	neutral	0.378	0.458	0.164
en	neutral	0.145	0.806	0.048
aê	neutral	0.202	0.592	0.205
g1	neutral	0.105	0.68	0.215
eo	neutral	0.077	0.597	0.326
ep	neutral	0.049	0.668	0.282
g2	neutral	0.189	0.702	0.11
romford	neutral	0.105	0.759	0.135
aí	neutral	0.171	0.593	0.237
eq	neutral	0.022	0.61	0.368
er	neutral	0.34	0.641	0.019
g4	neutral	0.199	0.662	0.139
es	neutral	0.214	0.657	0.128
g5	neutral	0.013	0.907	0.079
et	neutral	0.08	0.795	0.125
eu	neutral	0.23	0.46	0.31
ev	neutral	0.189	0.494	0.316
g8	positive	0.018	0.273	0.709
ew	negative	0.857	0.106	0.037
ex	negative	0.544	0.349	0.107
ey	neutral	0.348	0.455	0.197
ez	neutral	0.297	0.378	0.326
fa	neutral	0.121	0.553	0.326
fb	neutral	0.265	0.647	0.088
fc	neutral	0.117	0.533	0.35
fd	neutral	0.373	0.574	0.053
fe	neutral	0.147	0.689	0.165
ff	positive	0.014	0.438	0.548
fg	neutral	0.286	0.559	0.155
fh	neutral	0.155	0.782	0.063
fi	neutral	0.277	0.418	0.305
fk	negative	0.65	0.283	0.067
fl	neutral	0.086	0.743	0.171
fm	neutral	0.12	0.64	0.24
fn	negative	0.898	0.088	0.014
fo	positive	0.25	0.37	0.38
fp	positive	0.042	0.459	0.499
h3	neutral	0.041	0.635	0.324
fr	neutral	0.189	0.439	0.372
fs	neutral	0.241	0.656	0.103
h5	neutral	0.06	0.756	0.183
ft	neutral	0.119	0.668	0.213
fu	neutral	0.356	0.565	0.08
h8	negative	0.857	0.119	0.023
fv	neutral	0.248	0.704	0.048
fw	neutral	0.274	0.426	0.3
fx	neutral	0.163	0.555	0.282
fy	neutral	0.156	0.544	0.3
ga	neutral	0.19	0.568	0.242
fost	neutral	0.142	0.801	0.058
gb	neutral	0.062	0.797	0.141
gc	neutral	0.06	0.677	0.263
gd	neutral	0.043	0.568	0.389
ge	neutral	0.199	0.747	0.054
cá	neutral	0.114	0.512	0.374
gf	positive	0.165	0.412	0.424
gg	neutral	0.169	0.464	0.367
gh	positive	0.157	0.419	0.424
gi	neutral	0.112	0.743	0.146
gj	neutral	0.244	0.663	0.093
gk	neutral	0.128	0.652	0.22
i-	negative	0.536	0.341	0.123
gl	neutral	0.128	0.547	0.325
gm	positive	0.062	0.368	0.57
gn	neutral	0.194	0.423	0.383
go	neutral	0.323	0.579	0.099
gp	neutral	0.124	0.771	0.106
gq	neutral	0.093	0.607	0.299
gr	neutral	0.375	0.513	0.112
gs	neutral	0.126	0.847	0.027
i5	neutral	0.046	0.546	0.408
gt	neutral	0.269	0.644	0.087
i7	neutral	0.033	0.646	0.321
gu	neutral	0.083	0.505	0.412
gv	positive	0.388	0.17	0.442
gw	neutral	0.224	0.561	0.216
gy	neutral	0.17	0.701	0.13
cú	neutral	0.241	0.556	0.203
forr	neutral	0.099	0.523	0.378
hb	neutral	0.118	0.503	0.379
fort	neutral	0.04	0.839	0.122
hc	neutral	0.369	0.551	0.08
hd	neutral	0.038	0.798	0.165
he	negative	0.471	0.202	0.327
dá	neutral	0.283	0.61	0.107
hf	neutral	0.167	0.5	0.332
hg	neutral	0.32	0.434	0.246
hh	neutral	0.277	0.622	0.101
hi	positive	0.042	0.41	0.548
hj	neutral	0.208	0.521	0.27
hk	neutral	0.19	0.646	0.165
hl	neutral	0.046	0.815	0.139
hn	neutral	0.282	0.616	0.103
dê	positive	0.267	0.295	0.437
ho	neutral	0.147	0.625	0.228
hp	neutral	0.197	0.574	0.23
j2	negative	0.374	0.34	0.286
hq	neutral	0.063	0.783	0.154
hr	neutral	0.133	0.807	0.06
hs	neutral	0.09	0.63	0.279
j5	neutral	0.431	0.478	0.091
ht	neutral	0.061	0.757	0.182
hu	neutral	0.394	0.516	0.09
hv	positive	0.058	0.367	0.575
hw	neutral	0.185	0.684	0.131
dó	neutral	0.316	0.418	0.266
hx	neutral	0.166	0.743	0.091
hy	neutral	0.297	0.58	0.123
four	neutral	0.098	0.856	0.046
ia	neutral	0.256	0.492	0.252
ib	neutral	0.366	0.569	0.065
ic	neutral	0.267	0.651	0.082
id	neutral	0.33	0.532	0.138
ie	neutral	0.207	0.769	0.024
if	neutral	0.216	0.521	0.263
ig	negative	0.601	0.193	0.207
ih	neutral	0.252	0.51	0.238
ii	neutral	0.352	0.502	0.146
ij	neutral	0.093	0.573	0.335
ik	neutral	0.231	0.707	0.062
il	neutral	0.17	0.542	0.288
im	negative	0.629	0.247	0.124
ať	neutral	0.101	0.716	0.183
in	neutral	0.078	0.822	0.1
io	neutral	0.203	0.747	0.05
ip	neutral	0.126	0.795	0.079
k2	neutral	0.052	0.778	0.17
iq	neutral	0.332	0.501	0.167
ir	neutral	0.242	0.68	0.078
#retweetthis	positive	0.063	0.396	0.541
is	neutral	0.232	0.428	0.34
it	neutral	0.375	0.405	0.219
iu	neutral	0.288	0.36	0.352
iv	negative	0.485	0.465	0.05
iw	neutral	0.121	0.556	0.323
k9	neutral	0.159	0.537	0.304
iy	neutral	0.157	0.676	0.167
iz	negative	0.372	0.367	0.261
foto	neutral	0.155	0.636	0.209
ja	neutral	0.151	0.583	0.266
jb	positive	0.123	0.416	0.461
jc	positive	0.098	0.402	0.5
jd	neutral	0.168	0.551	0.281
je	neutral	0.189	0.717	0.094
jf	neutral	0.051	0.679	0.27
jg	neutral	0.157	0.591	0.251
l)	neutral	0.335	0.598	0.067
fã	neutral	0.109	0.765	0.127
až	neutral	0.154	0.697	0.149
jh	positive	0.096	0.214	0.691
ji	neutral	0.085	0.545	0.37
få	neutral	0.25	0.739	0.011
jj	neutral	0.068	0.722	0.21
jk	negative	0.522	0.171	0.307
jl	neutral	0.095	0.526	0.379
jm	neutral	0.128	0.687	0.185
fé	positive	0.175	0.26	0.565
jo	neutral	0.086	0.763	0.151
jp	neutral	0.345	0.348	0.307
l2	neutral	0.007	0.748	0.245
jr	neutral	0.051	0.786	0.163
#droid	neutral	0.048	0.726	0.227
js	neutral	0.184	0.75	0.066
jt	neutral	0.14	0.46	0.399
ju	neutral	0.241	0.422	0.337
l8	neutral	0.393	0.492	0.114
jv	neutral	0.152	0.627	0.221
jw	neutral	0.186	0.662	0.153
jy	neutral	0.313	0.57	0.116
jz	negative	0.393	0.273	0.334
ka	neutral	0.121	0.468	0.411
kb	neutral	0.112	0.727	0.161
m$	neutral	0.076	0.769	0.155
kc	neutral	0.214	0.546	0.24
kd	neutral	0.071	0.691	0.237
ke	neutral	0.114	0.675	0.211
kg	neutral	0.329	0.597	0.075
kh	neutral	0.271	0.712	0.017
ki	neutral	0.145	0.618	0.237
kj	positive	0.254	0.176	0.57
kk	neutral	0.165	0.516	0.32
kl	neutral	0.066	0.823	0.11
m/	positive	0.267	0.353	0.38
km	neutral	0.107	0.777	0.116
kn	neutral	0.227	0.592	0.181
ko	neutral	0.352	0.447	0.201
m1	neutral	0.166	0.79	0.044
kp	neutral	0.151	0.627	0.221
m2	neutral	0.115	0.792	0.093
m3	neutral	0.087	0.751	0.162
kq	negative	0.482	0.408	0.11
tawkin	negative	0.77	0.075	0.155
m4	neutral	0.13	0.714	0.156
kr	neutral	0.204	0.735	0.062
ks	neutral	0.044	0.716	0.239
m5	neutral	0.022	0.544	0.434
kt	neutral	0.081	0.506	0.413
m6	neutral	0.221	0.77	0.009
ku	positive	0.21	0.394	0.395
m8	positive	0.144	0.327	0.529
kw	neutral	0.18	0.78	0.04
ky	neutral	0.101	0.651	0.247
kz	negative	0.473	0.443	0.084
aanndd	neutral	0.144	0.761	0.094
la	neutral	0.058	0.713	0.229
lb	neutral	0.074	0.797	0.129
lc	neutral	0.398	0.55	0.052
ld	neutral	0.142	0.801	0.057
le	neutral	0.256	0.707	0.036
há	neutral	0.252	0.489	0.259
lf	positive	0.059	0.41	0.53
lg	neutral	0.152	0.661	0.187
lh	neutral	0.043	0.777	0.18
li	neutral	0.155	0.677	0.168
lj	neutral	0.239	0.692	0.069
lk	neutral	0.281	0.604	0.115
ll	neutral	0.281	0.472	0.247
hè	neutral	0.145	0.533	0.322
lm	negative	0.51	0.35	0.14
hé	positive	0.037	0.362	0.601
n0	negative	0.681	0.248	0.071
ln	neutral	0.027	0.507	0.467
lo	neutral	0.145	0.783	0.072
n1	neutral	0.052	0.872	0.076
lp	neutral	0.076	0.716	0.207
n2	neutral	0.272	0.462	0.266
lq	neutral	0.236	0.656	0.109
montreal	neutral	0.065	0.506	0.429
lr	neutral	0.18	0.748	0.073
ls	neutral	0.048	0.784	0.167
lt	neutral	0.079	0.642	0.279
lu	neutral	0.153	0.656	0.191
lv	neutral	0.084	0.812	0.104
n8	negative	0.525	0.364	0.111
lw	neutral	0.04	0.609	0.352
lx	neutral	0.09	0.851	0.059
ly	positive	0.031	0.408	0.56
ma	neutral	0.161	0.663	0.176
mb	neutral	0.148	0.697	0.155
mc	neutral	0.212	0.689	0.1
md	neutral	0.056	0.678	0.265
me	neutral	0.264	0.473	0.263
mf	negative	0.728	0.183	0.089
mg	neutral	0.263	0.67	0.067
mh	neutral	0.34	0.541	0.119
mi	neutral	0.133	0.736	0.131
mj	positive	0.147	0.331	0.522
mk	neutral	0.105	0.799	0.096
ml	neutral	0.194	0.717	0.089
o/	positive	0.102	0.28	0.618
mn	neutral	0.084	0.686	0.23
mo	neutral	0.243	0.685	0.072
o2	neutral	0.076	0.746	0.179
mp	neutral	0.154	0.527	0.319
mr	neutral	0.074	0.66	0.266
o4	negative	0.607	0.179	0.214
ms	neutral	0.156	0.684	0.16
mt	neutral	0.205	0.712	0.083
mu	neutral	0.174	0.717	0.109
mv	neutral	0.143	0.589	0.268
o8	negative	0.515	0.43	0.054
mw	neutral	0.237	0.63	0.133
o9	positive	0.149	0.369	0.482
mx	neutral	0.07	0.685	0.246
o:	negative	0.511	0.365	0.124
my	neutral	0.157	0.613	0.23
o;	positive	0.34	0.242	0.418
mz	neutral	0.111	0.752	0.137
na	neutral	0.231	0.584	0.185
nb	neutral	0.213	0.659	0.128
nc	neutral	0.067	0.715	0.218
nd	neutral	0.125	0.624	0.251
já	neutral	0.172	0.584	0.244
ne	neutral	0.179	0.738	0.083
nf	neutral	0.025	0.586	0.389
ng	neutral	0.301	0.425	0.274
foxx	neutral	0.197	0.579	0.224
nh	neutral	0.059	0.721	0.221
ni	neutral	0.287	0.544	0.169
nj	neutral	0.078	0.722	0.2
nk	neutral	0.142	0.48	0.378
nl	neutral	0.041	0.862	0.097
nm	neutral	0.197	0.638	0.165
p/	neutral	0.215	0.67	0.115
nn	neutral	0.213	0.581	0.206
no	negative	0.865	0.102	0.033
p1	neutral	0.158	0.774	0.068
np	positive	0.113	0.305	0.582
p2	negative	0.57	0.394	0.036
p3	neutral	0.007	0.627	0.366
nr	neutral	0.24	0.722	0.038
ns	neutral	0.165	0.792	0.043
nt	negative	0.546	0.334	0.12
nu	neutral	0.208	0.669	0.123
nv	positive	0.173	0.396	0.431
nw	neutral	0.273	0.54	0.186
jó	neutral	0.29	0.422	0.288
nx	neutral	0.126	0.797	0.076
ny	neutral	0.031	0.822	0.147
nz	neutral	0.136	0.631	0.233
oa	negative	0.533	0.451	0.016
ob	neutral	0.181	0.746	0.073
oc	neutral	0.161	0.763	0.076
od	neutral	0.341	0.551	0.108
oe	neutral	0.216	0.705	0.079
of	neutral	0.278	0.433	0.289
jā	neutral	0.139	0.688	0.174
og	neutral	0.181	0.778	0.041
oi	neutral	0.147	0.601	0.252
oj	neutral	0.21	0.648	0.141
ok	negative	0.608	0.279	0.113
ol	neutral	0.128	0.535	0.338
om	neutral	0.115	0.82	0.065
on	neutral	0.088	0.815	0.097
oo	neutral	0.157	0.452	0.39
q1	neutral	0.019	0.525	0.456
q2	negative	0.414	0.402	0.183
op	neutral	0.209	0.766	0.025
q3	neutral	0.042	0.498	0.46
oq	neutral	0.234	0.603	0.163
or	neutral	0.334	0.653	0.013
q4	neutral	0.04	0.671	0.289
os	neutral	0.11	0.717	0.173
ot	neutral	0.17	0.662	0.168
q6	positive	0.155	0.302	0.542
ou	neutral	0.23	0.713	0.057
q7	neutral	0.051	0.731	0.218
ov	neutral	0.183	0.409	0.409
ow	neutral	0.381	0.512	0.107
woodie	positive	0.074	0.205	0.721
oy	negative	0.78	0.104	0.116
oz	positive	0.076	0.46	0.463
@user22776	neutral	0.481	0.519	0
pa	neutral	0.167	0.661	0.172
pb	neutral	0.051	0.861	0.088
pc	neutral	0.092	0.821	0.088
pd	neutral	0.169	0.735	0.095
là	neutral	0.153	0.703	0.144
pe	neutral	0.222	0.708	0.07
lá	neutral	0.23	0.575	0.196
pf	neutral	0.246	0.628	0.126
kā	neutral	0.255	0.64	0.104
pg	neutral	0.165	0.782	0.054
kampus	neutral	0.19	0.614	0.196
ph	neutral	0.284	0.678	0.038
pi	neutral	0.076	0.811	0.113
taeyang	positive	0.225	0.301	0.475
pj	neutral	0.104	0.759	0.137
pk	neutral	0.269	0.637	0.094
pl	neutral	0.122	0.51	0.369
pm	neutral	0.097	0.839	0.063
pn	neutral	0.262	0.648	0.09
lê	neutral	0.177	0.665	0.159
po	neutral	0.174	0.442	0.384
r1	negative	0.513	0.467	0.019
pp	neutral	0.182	0.718	0.1
r2	positive	0.151	0.283	0.565
pq	neutral	0.196	0.626	0.178
pr	neutral	0.038	0.585	0.377
ps	neutral	0.084	0.669	0.248
pt	neutral	0.074	0.702	0.225
pu	positive	0.208	0.364	0.427
pv	neutral	0.138	0.678	0.185
pw	neutral	0.065	0.777	0.158
px	negative	0.511	0.419	0.069
pz	neutral	0.02	0.64	0.34
nº	neutral	0.05	0.582	0.368
qa	neutral	0.272	0.712	0.016
qb	neutral	0.138	0.573	0.289
qc	neutral	0.167	0.699	0.134
qd	neutral	0.291	0.696	0.014
qe	neutral	0.228	0.605	0.167
má	neutral	0.244	0.549	0.208
må	neutral	0.15	0.839	0.011
qi	neutral	0.224	0.497	0.279
qm	neutral	0.245	0.616	0.139
qn	neutral	0.359	0.557	0.084
s0	negative	0.409	0.288	0.303
qo	neutral	0.256	0.711	0.033
s1	neutral	0.332	0.379	0.289
s2	positive	0.052	0.454	0.494
s3	neutral	0.101	0.624	0.275
qq	neutral	0.172	0.684	0.144
s4	neutral	0.397	0.413	0.191
qr	neutral	0.126	0.841	0.033
qs	neutral	0.349	0.459	0.192
s5	neutral	0.202	0.665	0.133
qt	neutral	0.144	0.673	0.183
s6	neutral	0.03	0.684	0.286
qu	neutral	0.473	0.475	0.052
s8	neutral	0.305	0.443	0.252
mó	neutral	0.166	0.571	0.263
s:	negative	0.58	0.403	0.017
ra	neutral	0.215	0.712	0.073
rb	neutral	0.103	0.507	0.389
rc	neutral	0.093	0.844	0.063
rd	neutral	0.052	0.864	0.084
re	neutral	0.197	0.588	0.214
rf	neutral	0.222	0.724	0.054
rg	neutral	0.477	0.477	0.045
rh	neutral	0.11	0.712	0.178
ri	neutral	0.148	0.608	0.244
nå	neutral	0.064	0.919	0.017
rj	neutral	0.16	0.497	0.343
rk	neutral	0.234	0.586	0.179
rl	neutral	0.067	0.764	0.169
né	neutral	0.23	0.649	0.121
rm	neutral	0.295	0.668	0.038
t/	neutral	0.218	0.581	0.201
t0	neutral	0.333	0.529	0.138
rn	neutral	0.43	0.505	0.065
ro	neutral	0.453	0.519	0.029
t1	negative	0.582	0.221	0.198
rp	neutral	0.177	0.765	0.058
t2	neutral	0.174	0.68	0.145
t3	neutral	0.064	0.59	0.346
t4	neutral	0.149	0.578	0.273
rr	neutral	0.089	0.716	0.195
rs	neutral	0.193	0.712	0.095
rt	neutral	0.079	0.466	0.455
ru	neutral	0.092	0.859	0.049
rv	neutral	0.112	0.631	0.258
rw	neutral	0.22	0.721	0.06
t9	negative	0.418	0.416	0.166
rx	neutral	0.057	0.642	0.301
ry	neutral	0.279	0.469	0.251
sa	neutral	0.246	0.646	0.107
mě	neutral	0.147	0.756	0.098
sb	neutral	0.177	0.727	0.096
sc	neutral	0.108	0.721	0.171
sd	neutral	0.049	0.8	0.152
se	neutral	0.172	0.761	0.067
sf	neutral	0.09	0.738	0.172
sg	neutral	0.197	0.62	0.184
u)	neutral	0.009	0.709	0.282
sh	negative	0.537	0.295	0.167
si	neutral	0.184	0.64	0.176
sj	neutral	0.133	0.493	0.374
sk	neutral	0.254	0.641	0.105
u-	positive	0.043	0.372	0.585
sl	neutral	0.207	0.61	0.182
sm	neutral	0.144	0.761	0.095
u/	neutral	0.079	0.706	0.215
sn	neutral	0.352	0.534	0.114
u2	positive	0.1	0.344	0.555
sp	neutral	0.139	0.801	0.06
sq	neutral	0.022	0.882	0.095
sr	neutral	0.084	0.813	0.104
ss	neutral	0.153	0.762	0.085
st	neutral	0.053	0.82	0.127
su	neutral	0.164	0.626	0.21
sv	neutral	0.137	0.807	0.057
sw	neutral	0.103	0.804	0.093
mı	neutral	0.204	0.729	0.067
sx	neutral	0.451	0.489	0.06
sy	neutral	0.171	0.481	0.348
sz	neutral	0.085	0.712	0.203
ta	neutral	0.119	0.538	0.343
tb	neutral	0.184	0.695	0.121
tc	neutral	0.113	0.585	0.302
td	neutral	0.188	0.593	0.219
te	neutral	0.143	0.696	0.16
pá	neutral	0.187	0.691	0.122
tf	neutral	0.272	0.577	0.151
tg	neutral	0.071	0.715	0.214
th	neutral	0.248	0.451	0.302
på	neutral	0.11	0.834	0.057
ti	neutral	0.154	0.737	0.11
tj	neutral	0.166	0.558	0.276
tk	neutral	0.172	0.662	0.166
tl	neutral	0.276	0.611	0.114
tm	neutral	0.187	0.725	0.089
pé	neutral	0.192	0.663	0.145
tn	neutral	0.073	0.672	0.254
to	neutral	0.13	0.529	0.341
tp	neutral	0.242	0.564	0.194
v2	neutral	0.201	0.472	0.327
tq	positive	0.013	0.171	0.816
tr	neutral	0.269	0.493	0.238
ts	neutral	0.124	0.734	0.141
tt	neutral	0.27	0.618	0.111
v6	neutral	0.017	0.875	0.109
tu	neutral	0.181	0.755	0.064
tv	neutral	0.335	0.453	0.212
v8	neutral	0.392	0.433	0.175
tw	neutral	0.18	0.667	0.153
pó	neutral	0.045	0.672	0.283
tx	neutral	0.092	0.509	0.399
ty	positive	0.016	0.22	0.763
tz	neutral	0.049	0.758	0.193
ua	neutral	0.124	0.634	0.242
ub	neutral	0.167	0.751	0.082
uc	neutral	0.042	0.811	0.148
ud	neutral	0.299	0.593	0.108
ue	neutral	0.256	0.618	0.125
uf	neutral	0.366	0.531	0.103
ug	neutral	0.381	0.59	0.029
uh	negative	0.505	0.395	0.1
ui	neutral	0.029	0.684	0.287
uk	neutral	0.05	0.724	0.226
ul	neutral	0.182	0.536	0.282
w/	neutral	0.187	0.605	0.209
um	neutral	0.235	0.631	0.133
un	neutral	0.239	0.7	0.061
uo	neutral	0.099	0.762	0.139
up	neutral	0.279	0.607	0.114
w2	neutral	0.036	0.768	0.196
ur	positive	0.069	0.177	0.754
us	positive	0.109	0.15	0.741
ut	neutral	0.285	0.488	0.227
uu	positive	0.041	0.436	0.523
w7	neutral	0.06	0.709	0.231
w8	neutral	0.386	0.428	0.186
uv	neutral	0.143	0.686	0.171
uw	neutral	0.07	0.704	0.226
ux	neutral	0.018	0.627	0.355
uy	neutral	0.21	0.445	0.345
uz	neutral	0.099	0.796	0.106
va	neutral	0.105	0.704	0.191
vb	neutral	0.047	0.79	0.163
vc	neutral	0.175	0.658	0.167
vd	neutral	0.178	0.521	0.301
ve	neutral	0.237	0.575	0.187
vf	neutral	0.297	0.577	0.126
x)	positive	0.218	0.266	0.516
vg	neutral	0.161	0.813	0.026
vi	neutral	0.203	0.612	0.185
vj	positive	0.038	0.42	0.542
cartoons	neutral	0.2	0.601	0.199
x-	neutral	0.055	0.63	0.315
vk	neutral	0.108	0.835	0.057
vl	neutral	0.16	0.773	0.067
vm	neutral	0.111	0.87	0.019
x0	positive	0.037	0.163	0.8
vn	neutral	0.083	0.834	0.083
vo	neutral	0.239	0.404	0.357
vp	positive	0.168	0.286	0.546
x2	neutral	0.142	0.737	0.121
x3	positive	0.077	0.408	0.515
vr	neutral	0.089	0.864	0.048
x4	neutral	0.047	0.671	0.282
vs	neutral	0.269	0.41	0.321
vt	neutral	0.076	0.795	0.129
x6	neutral	0.009	0.563	0.428
x7	positive	0.162	0.358	0.481
vu	neutral	0.469	0.516	0.016
vv	neutral	0.163	0.664	0.173
vw	neutral	0.102	0.827	0.07
vy	neutral	0.106	0.595	0.299
wa	neutral	0.163	0.572	0.265
wb	neutral	0.12	0.71	0.17
wc	neutral	0.146	0.744	0.11
wd	neutral	0.281	0.616	0.103
we	neutral	0.097	0.626	0.278
wf	neutral	0.204	0.632	0.164
wg	negative	0.547	0.143	0.31
y)	negative	0.655	0.331	0.014
wh	neutral	0.265	0.553	0.182
wi	neutral	0.155	0.638	0.207
så	neutral	0.118	0.846	0.036
wj	neutral	0.021	0.777	0.201
wk	neutral	0.17	0.746	0.084
wl	neutral	0.188	0.661	0.151
wm	neutral	0.266	0.659	0.075
sé	negative	0.742	0.227	0.032
wn	neutral	0.127	0.749	0.124
y0	negative	0.49	0.44	0.07
wo	neutral	0.327	0.425	0.247
wp	neutral	0.04	0.752	0.209
sí	negative	0.512	0.4	0.088
wr	neutral	0.241	0.68	0.078
ws	negative	0.507	0.407	0.086
wt	neutral	0.297	0.438	0.264
wu	neutral	0.131	0.468	0.4
wv	neutral	0.103	0.706	0.191
só	neutral	0.21	0.559	0.231
ww	neutral	0.137	0.721	0.142
wx	neutral	0.05	0.797	0.152
wy	positive	0.249	0.363	0.388
wz	neutral	0.351	0.622	0.026
w|	neutral	0.2	0.612	0.188
xa	negative	0.577	0.294	0.129
xc	neutral	0.024	0.708	0.268
tá	neutral	0.21	0.594	0.195
nevermind	negative	0.782	0.134	0.084
xf	negative	0.458	0.26	0.282
xi	neutral	0.098	0.501	0.401
są	neutral	0.2	0.444	0.356
xl	neutral	0.207	0.616	0.177
xm	positive	0.313	0.259	0.428
té	neutral	0.302	0.553	0.145
xq	negative	0.702	0.28	0.018
xs	neutral	0.162	0.787	0.051
xt	neutral	0.161	0.767	0.072
xu	neutral	0.277	0.545	0.179
xv	neutral	0.125	0.834	0.041
xx	neutral	0.065	0.481	0.453
tô	neutral	0.268	0.538	0.195
xy	neutral	0.235	0.656	0.109
x|	negative	0.926	0.064	0.01
ya	neutral	0.084	0.589	0.326
yb	neutral	0.361	0.391	0.248
yc	positive	0.071	0.193	0.736
yd	neutral	0.116	0.737	0.147
ye	neutral	0.157	0.632	0.211
tā	neutral	0.177	0.709	0.114
yg	neutral	0.082	0.623	0.296
yh	negative	0.522	0.363	0.115
yi	neutral	0.377	0.495	0.128
ym	neutral	0.401	0.478	0.121
yn	neutral	0.137	0.651	0.212
yo	neutral	0.255	0.492	0.253
yr	neutral	0.067	0.561	0.371
ys	neutral	0.359	0.586	0.055
yt	neutral	0.303	0.554	0.143
yu	neutral	0.204	0.551	0.245
yw	positive	0.005	0.28	0.715
'{:'	positive	0.176	0.202	0.623
yy	neutral	0.311	0.499	0.189
za	neutral	0.121	0.816	0.063
ze	neutral	0.163	0.787	0.05
vá	neutral	0.346	0.479	0.175
zg	neutral	0.095	0.602	0.303
zi	neutral	0.215	0.569	0.217
zn	neutral	0.077	0.737	0.186
vê	neutral	0.162	0.636	0.203
zo	neutral	0.288	0.657	0.056
|3	negative	0.53	0.193	0.278
zq	positive	0.239	0.286	0.475
zs	neutral	0.364	0.477	0.159
zu	neutral	0.338	0.621	0.04
vó	neutral	0.08	0.706	0.214
vacuuming	neutral	0.042	0.886	0.072
|:	neutral	0.328	0.541	0.131
vô	neutral	0.159	0.603	0.238
zz	neutral	0.196	0.675	0.129
yusuf	neutral	0.017	0.657	0.326
'{{'	negative	0.345	0.342	0.313
viajo	neutral	0.393	0.413	0.193
|i	neutral	0.16	0.515	0.325
buttered	neutral	0.099	0.724	0.177
viaja	neutral	0.13	0.62	0.25
viaje	neutral	0.188	0.407	0.405
||	neutral	0.239	0.402	0.359
'vic\'s'	neutral	0.048	0.774	0.179
'}}'	neutral	0.38	0.463	0.156
už	neutral	0.138	0.714	0.148
@user5318400	neutral	0	0.547	0.453
ferrari	neutral	0.197	0.516	0.287
'pacquiao\'s'	negative	0.565	0.124	0.31
fr0m	negative	0.534	0.432	0.034
giveaway	neutral	0.024	0.63	0.346
vidya	positive	0.282	0.114	0.604
posing	negative	0.6	0.335	0.065
ehemm	neutral	0.26	0.502	0.238
ღ	positive	0.081	0.092	0.827
halfway	neutral	0.244	0.688	0.067
chamando	neutral	0.091	0.721	0.188
coyotes	negative	0.43	0.242	0.328
#n900	neutral	0.093	0.709	0.198
ehehe	positive	0.173	0.256	0.572
twitterin	negative	0.761	0.151	0.088
in-house	neutral	0.014	0.509	0.476
tabloid	neutral	0.059	0.882	0.059
'annie\'s'	neutral	0.077	0.496	0.427
twitterer	positive	0.196	0.249	0.554
lester	neutral	0.064	0.661	0.275
twittered	negative	0.606	0.277	0.117
bibles	neutral	0.098	0.646	0.256
wheneva	negative	0.643	0.157	0.2
whenevr	neutral	0.047	0.537	0.416
twitteran	positive	0.053	0.429	0.518
vidim	neutral	0.082	0.771	0.147
vidio	positive	0.079	0.416	0.505
ferrada	neutral	0.193	0.595	0.212
tweetphoto	neutral	0.341	0.475	0.184
jeeves	neutral	0.017	0.715	0.269
foodies	neutral	0.041	0.599	0.36
video	neutral	0.136	0.48	0.383
'samantha\'s'	neutral	0.295	0.402	0.303
stationed	neutral	0.078	0.827	0.095
workouts	neutral	0.094	0.782	0.124
hhehehe	neutral	0.084	0.913	0.002
ferrado	neutral	0.145	0.443	0.412
ahhmazing	positive	0.094	0.058	0.849
'30,000'	neutral	0.159	0.624	0.217
noelle	neutral	0.033	0.813	0.154
manually	neutral	0.114	0.7	0.186
@user784577	neutral	0.005	0.674	0.321
lightbox	neutral	0.042	0.788	0.17
rediscovered	neutral	0.111	0.598	0.292
polishes	positive	0.166	0.375	0.459
£1	neutral	0.045	0.547	0.408
£2	neutral	0.022	0.68	0.298
£3	neutral	0.105	0.836	0.059
£4	neutral	0.012	0.689	0.299
£5	neutral	0.038	0.512	0.45
£6	neutral	0.034	0.883	0.082
£7	neutral	0.187	0.643	0.17
£8	neutral	0.377	0.516	0.107
£9	neutral	0.132	0.526	0.342
lovelove	positive	0.028	0.288	0.684
££	neutral	0.023	0.527	0.449
snacking	neutral	0.072	0.599	0.329
horseback	negative	0.346	0.338	0.317
«-	neutral	0.047	0.732	0.221
jumpstart	positive	0.098	0.312	0.59
#steelers	negative	0.618	0.109	0.273
#listeningto	negative	0.456	0.265	0.279
««	neutral	0.217	0.428	0.354
¬¬	negative	0.597	0.289	0.114
discounted	neutral	0.071	0.733	0.196
bothell	neutral	0.022	0.923	0.055
bobcats	positive	0.388	0.155	0.458
frak	negative	0.64	0.211	0.149
fran	neutral	0.219	0.595	0.186
frap	neutral	0.034	0.912	0.054
frat	neutral	0.221	0.544	0.235
pechanga	neutral	0.084	0.87	0.046
#thisiswar	neutral	0.254	0.392	0.354
pretender	negative	0.75	0.163	0.087
vices	negative	0.623	0.08	0.297
botherd	negative	0.655	0.092	0.253
yuuss	positive	0.12	0.337	0.543
#jonastralia	negative	0.571	0.345	0.084
alyssa	neutral	0.06	0.616	0.324
´s	positive	0.067	0.434	0.499
fren	positive	0.13	0.424	0.446
freq	neutral	0.111	0.685	0.204
freu	negative	0.397	0.243	0.36
meninas	neutral	0.109	0.592	0.3
fred	neutral	0.1	0.692	0.209
rebellion	negative	0.469	0.227	0.305
littlecbeadles	positive	0.094	0.278	0.628
pelosi	negative	0.68	0.259	0.061
yuupp	positive	0.225	0.328	0.447
alyson	neutral	0.169	0.511	0.32
